Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.07142,1.105e-08,2.403e-05,0.0,0.6714,0.2187,-0.7487,510.0,668.0,108.0
