IFT [mN/m];Wo;Estado;Fit SL;Volumen [µl];Superficie de la gota [mm²];ß;R;f [°];Fase de la gota;Fase ambiente;?(d) [g/cm³];?(a) [g/cm³];?? [g/cm³];T(a) [°C];T(d) [°C];Humedad [% HR];Tamaño de referencia [mm];Referencia [px/mm];Comentario
29,50;0,456;Ok;Automatic;7,90;18,247;-0,3853;230,00;180,12;Water;Air;0,9982;0,0013;0,9969;n/a;n/a;n/a;1,83;213,347;
