Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.07351,3.833e-09,1.155e-05,0.0,0.2263,0.1157,-3.005,516.6,479.1,108.0
