Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.03307,9.107e-09,1.908e-05,0.0,0.4686,0.377,-0.09268,716.7,664.3,390.0
