Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.07072,1.755e-08,3.058e-05,0.0,0.4225,0.2895,0.03338,328.6,275.4,129.9
