Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.07106,1.631e-09,6.394e-06,0.0,0.09964,0.07042,-8.182,523.7,388.7,108.0
