Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.07192,9.489e-09,2.157e-05,0.0,0.5726,0.2002,-0.9854,512.2,627.1,108.0
