Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.02934,7.893e-09,1.719e-05,0.0,0.4575,0.387,-0.1594,716.4,626.6,390.2
