Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.07269,7.058e-09,1.756e-05,0.0,0.4214,0.1679,-1.413,513.5,567.1,108.0
