height_mm,diameter_mm,max_width_mm,aspect_ratio,volume_revolution_mm3,volume_simpson_mm3,area_air_contact_mm2,area_substrate_contact_mm2,ca_tangent_avg_deg,ca_tangent_left_deg,ca_tangent_right_deg,ca_circle_avg_deg,ca_polynomial_avg_deg,ca_polynomial_left_deg,ca_polynomial_right_deg,ca_yl_avg_deg,yl_bond_number,yl_residual,quality_poly_r2_avg,quality_method_consistency_std_deg,uncertainty_ca_deg,uncertainty_height_mm,uncertainty_diameter_mm,left_contact_x,left_contact_y,right_contact_x,right_contact_y,apex_x,apex_y
4.451838891775617,3.390221657220046,3.390221657220046,1.3131409512102783,30.74591914818192,27.970645147309384,13.020000000000003,9.027054596764458,89.13200793716821,83.82203148464083,94.44198438969559,90.43715801726385,89.9254340935066,86.24189580644334,93.60897238056987,90.0,0.0699496404495187,11367.395297900739,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
