Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.05399,9.189e-09,1.906e-05,0.0,0.2897,0.2627,-0.1039,716.7,636.4,390.2
